	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	se_sense	se_antisense	failed	pe_sense	pe_antisense
SRX3141475	37158895.0	1098814.0	0.0	35730976.0	0.0	0.0	0.0	0.0	1143.0	0.0	0.0	0.0	0.0	238926.0	85578.0	3458.0	2.9570685565326955	37158895.0	1427919.0	3.84	35730976.0	96.16	SRX3141475_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37158895.0	0.0	20-151	44.0	10.759451737207034	145.14110220446545	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	37261191	14621623	37261191	5626439841	55990275	5390017908	4.201980998307096			0.0	0.498	0.502
SRX3141476	38628134.0	939799.0	0.0	37377763.0	0.0	0.0	0.0	0.0	1515.0	0.0	0.0	0.0	0.0	225680.0	79173.0	4204.0	2.4329391629427404	38628134.0	1250371.0	3.24	37377763.0	96.76	SRX3141476_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38628134.0	0.0	20-151	44.0	9.513026886183166	145.35650658144658	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	38709627	16050487	38709627	5845153677	15529948	5619403135	3.8621831772927053			0.0	0.4965	0.5035
SRX3141477	31581894.0	940780.0	0.0	30345525.0	0.0	0.0	0.0	0.0	1400.0	0.0	0.0	0.0	0.0	213940.0	76194.0	4055.0	2.9788587093604963	31581894.0	1236369.0	3.91	30345525.0	96.09	SRX3141477_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31581894.0	0.0	20-151	44.0	14.795422432995887	144.34913064428625	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	31703711	13365659	31703711	4787260361	17068816	4586092538	4.202149200800487			0.0	0.4946	0.5054
SRX3141478	31235241.0	1083052.0	0.0	29797889.0	0.0	0.0	0.0	0.0	1575.0	0.0	0.0	0.0	0.0	257734.0	90450.0	4541.0	3.467404013306637	31235241.0	1437352.0	4.6	29797889.0	95.4	SRX3141478_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31235241.0	0.0	20-151	44.0	14.241841933645544	144.96479108325113	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	31495668	12589266	31495668	4755845868	59688816	4525611257	4.841086473158176			0.0	0.5006	0.4994
SRX3141479	31463606.0	804412.0	0.0	30251319.0	0.0	0.0	0.0	0.0	3014.0	0.0	0.0	0.0	0.0	339693.0	60475.0	4693.0	2.556642744636454	31463606.0	1212287.0	3.85	30251319.0	96.15	SRX3141479_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31463606.0	0.0	20-151	44.0	13.369708717004574	142.18946267633785	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	31523160	15436768	31523160	4759997160	45431116	4450666260	6.498552196615176			0.0	0.4976	0.5024
SRX3737104	42543471.0	462315.0	0.0	41762910.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	286108.0	16334.0	15804.0	1.0866884838804056	42543471.0	780561.0	1.83	41762910.0	98.17	SRX3737104_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42543471.0	0.0	20-52	41.0	13.471925342664182	51.50270120178958	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	42553622	15406285	42553622	2212788344	1881222	2191153246	0.9777301140736668					
SRX3737105	32960450.0	291918.0	0.0	32391746.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	255727.0	10354.0	10705.0	0.8856614518309065	32960450.0	568704.0	1.73	32391746.0	98.27	SRX3737105_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32960450.0	0.0	20-52	42.0	13.538876979863732	51.51122663677225	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	32968267	11603542	32968267	1714349884	1437626	1697872437	0.9611484303049074					
SRX3737106	36572161.0	374720.0	0.0	35816974.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	354111.0	12965.0	13391.0	1.0246044798938734	36572161.0	755187.0	2.06	35816974.0	97.94	SRX3737106_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36572161.0	0.0	20-52	41.0	13.975671550384758	51.50813270235795	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	36582195	13104750	36582195	1902274140	1658478	1883810631	0.9706019028361496					
SRX3737107	44574665.0	449237.0	0.0	43682592.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	410945.0	15602.0	16289.0	1.0078303448831305	44574665.0	892073.0	2.0	43682592.0	98.0	SRX3737107_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44574665.0	0.0	20-52	41.0	12.226172813930388	51.51010909448226	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	44585152	15919577	44585152	2318427904	1909659	2296096382	0.9632183067444656					
SRX4488546	42615965.0	7078401.0	0.0	33290134.0	0.0	0.0	0.0	0.0	16613.0	0.0	0.0	0.0	0.0	1161474.0	982533.0	86810.0	16.609740035219193	42615965.0	9325831.0	21.88	33290134.0	78.12	SRX4488546_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42615965.0	0.0	20-76	39.0	25.60696130659479	74.66876627104419	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	42833885	7076136	42833885	3230062624	26387436	3194900760	1.088581494945034			0.0	0.5526	0.4474
SRX4488547	36308174.0	975610.0	0.0	34791417.0	0.0	0.0	0.0	0.0	1628.0	0.0	0.0	0.0	0.0	444469.0	86675.0	8375.0	2.6870257920434115	36308174.0	1516757.0	4.18	34791417.0	95.82	SRX4488547_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36308174.0	0.0	20-76	37.0	24.675203905306002	74.3265333585765	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	36498076	9202042	36498076	2740192920	10198113	2716329208	0.8708770767862578			0.0	0.5535	0.4465
SRX4488548	41907171.0	841327.0	0.0	40586948.0	0.0	0.0	0.0	0.0	1325.0	0.0	0.0	0.0	0.0	387188.0	77585.0	12798.0	2.0075967428104367	41907171.0	1320223.0	3.15	40586948.0	96.85	SRX4488548_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41907171.0	0.0	20-76	42.0	26.658819701143642	74.80469201798422	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	42072197	7312926	42072197	3172954269	7588208	3155708508	0.5435237806133033			0.0	0.5133	0.4867
SRX4488549	31364293.0	574052.0	0.0	29772671.0	0.0	0.0	0.0	0.0	411.0	0.0	0.0	0.0	0.0	965897.0	44590.0	6672.0	1.8302724056301856	31364293.0	1591622.0	5.07	29772671.0	94.93	SRX4488549_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31364293.0	0.0	20-76	37.0	21.401959011809033	74.404560944511	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	31510285	3474199	31510285	2374464039	19570905	2350012509	1.0297704912935932			0.0	0.764	0.23600000000000002
SRX4488550	28268089.0	133297.0	0.0	18242156.0	0.0	0.0	0.0	0.0	1390.0	0.0	0.0	0.0	0.0	9879122.0	10004.0	2120.0	0.4715458480408775	28268089.0	10025933.0	35.47	18242156.0	64.53	SRX4488550_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28268089.0	0.0	20-76	40.0	13.473759826542993	74.66339433132534	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	28537342	2259575	28537342	2148326177	35330374	2109790716	1.7937434926111782			0.0	0.5289	0.4711
SRX4488551	44381930.0	572544.0	0.0	37553092.0	0.0	0.0	0.0	0.0	1813.0	0.0	0.0	0.0	0.0	6189530.0	51830.0	13121.0	1.2900385359537092	44381930.0	6828838.0	15.39	37553092.0	84.61	SRX4488551_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44381930.0	0.0	20-76	41.0	20.66962576188862	74.77277847087768	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	44649612	5436140	44649612	3366951057	31183452	3328756381	1.1343995013111947			0.0	0.5036	0.4964
SRX4488552	46407396.0	545750.0	0.0	45489491.0	0.0	0.0	0.0	0.0	986.0	0.0	0.0	0.0	0.0	307778.0	55084.0	8307.0	1.1759978948183174	46407396.0	917905.0	1.98	45489491.0	98.02	SRX4488552_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46407396.0	0.0	20-76	41.0	30.18959556463126	74.76797508741926	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	46598005	7418831	46598005	3516358253	7547923	3499251963	0.4864774510789871			0.0	0.8009999999999999	0.19899999999999998
SRX4488553	42406749.0	2250493.0	0.0	39496295.0	0.0	0.0	0.0	0.0	6796.0	0.0	0.0	0.0	0.0	403754.0	179907.0	69504.0	5.306921782662473	42406749.0	2910454.0	6.86	39496295.0	93.14	SRX4488553_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42406749.0	0.0	20-76	41.0	27.349544519389877	74.80133122206561	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	42565898	6478233	42565898	3211867545	20154525	3183693241	0.8771938321011927			0.0	0.7464	0.2536
SRX4488554	26918354.0	308567.0	0.0	21157170.0	0.0	0.0	0.0	0.0	1310.0	0.0	0.0	0.0	0.0	5410045.0	32147.0	9115.0	1.1463070884646216	26918354.0	5761184.0	21.4	21157170.0	78.6	SRX4488554_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26918354.0	0.0	20-76	39.0	16.73531116180571	74.54982351446897	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	27173653	6290613	27173653	2043964288	7743794	2028198832	0.7713175857600894			0.0	0.5123	0.4877
SRX4488555	40287428.0	3359572.0	0.0	35979345.0	0.0	0.0	0.0	0.0	6889.0	0.0	0.0	0.0	0.0	558650.0	314521.0	68451.0	8.339008387430441	40287428.0	4308083.0	10.69	35979345.0	89.31	SRX4488555_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40287428.0	0.0	20-76	42.0	26.314150947892408	74.85873334976856	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	40470036	6822706	40470036	3053334201	6574572	3037977368	0.5029529029272483			0.0	0.6889	0.3111
SRX4488556	46949632.0	904583.0	0.0	41470681.0	0.0	0.0	0.0	0.0	2216.0	0.0	0.0	0.0	0.0	4446023.0	93924.0	32205.0	1.9267094574884	46949632.0	5478951.0	11.67	41470681.0	88.33	SRX4488556_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46949632.0	0.0	20-76	40.0	21.426144215046484	74.65978076249884	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	47226088	5787148	47226088	3561698402	34319927	3520020992	1.170155507175927			0.0	0.4247	0.5753
SRX4488557	35164967.0	826687.0	0.0	33887581.0	0.0	0.0	0.0	0.0	892.0	0.0	0.0	0.0	0.0	352929.0	78569.0	18309.0	2.3508823426451677	35164967.0	1277386.0	3.63	33887581.0	96.37	SRX4488557_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35164967.0	0.0	20-76	41.0	27.277250998117992	74.54209668389565	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	35332616	7850364	35332616	2661157915	8923686	2641877284	0.7245203635350591			0.0	0.6178	0.3822
SRX5930997	18627176.0	244142.0	0.0	18334663.0	0.0	0.0	0.0	0.0	122.0	0.0	0.0	0.0	0.0	36437.0	10575.0	1237.0	1.3106764009745762	18627176.0	292513.0	1.57	18334663.0	98.43	SRX5930997_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18627176.0	0.0	20-101	41.0	9.326994473110632	99.31692007419694	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	18630824	7323277	18630824	1881713224	1701461	1861501782	1.0740978881487628			0.0	0.0996	0.9004
SRX5930998	15012838.0	168606.0	0.0	14729518.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	104491.0	9204.0	942.0	1.1230787942959222	15012838.0	283320.0	1.89	14729518.0	98.11	SRX5930998_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15012838.0	0.0	20-101	41.0	10.450209345704122	99.21895340507903	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	15016922	5612919	15016922	1516709122	481718	1500211293	1.0877384965051986			0.0	0.1704	0.8296
SRX5930999	15544377.0	309499.0	0.0	15187890.0	0.0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	32324.0	12698.0	1810.0	1.9910672521645612	15544377.0	356487.0	2.29	15187890.0	97.71	SRX5930999_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15544377.0	0.0	20-101	41.0	10.408760583677493	99.20168971712408	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	15547474	6136277	15547474	1570294874	399421	1552882491	1.1088607170731934			0.0	0.0783	0.9217
SRX5931000	14069631.0	156395.0	0.0	13805573.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	97893.0	8828.0	919.0	1.1115785481509786	14069631.0	264058.0	1.88	13805573.0	98.12	SRX5931000_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14069631.0	0.0	20-101	41.0	11.644439019233385	99.60635101233288	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	14073823	5126437	14073823	1421456123	479565	1411345845	0.711262052792888			0.0	0.1396	0.8604
SRX5931001	14215845.0	166669.0	0.0	13979067.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	60285.0	9026.0	729.0	1.172417116253026	14215845.0	236778.0	1.67	13979067.0	98.33	SRX5931001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14215845.0	0.0	20-101	41.0	15.36266086724148	99.29106275427174	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	14218916	5409122	14218916	1436110516	1336797	1421251328	1.0346827653199917			0.0	0.122	0.878
SRX5931002	13914436.0	144142.0	0.0	13709258.0	0.0	0.0	0.0	0.0	116.0	0.0	0.0	0.0	0.0	52776.0	7478.0	666.0	1.0359169426630013	13914436.0	205178.0	1.47	13709258.0	98.53	SRX5931002_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13914436.0	0.0	20-101	42.0	12.069604345124068	99.14168953739842	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	13918758	5421661	13918758	1405794558	1232878	1388339775	1.2416311402451738			0.0	0.1021	0.8979
SRX8696864	2089808.0	3.0	0.0	2089739.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	64.0	1.0	0.0	0.0001435538575792609	2089808.0	69.0	0.0	2089739.0	100.0	SRX8696864_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2089808.0	0.0	20-151	46.0	98.91246238869759	136.8753871169026	pass	pass		pass	fail	fail	pass	warn	pass	pass	pass	2100532	435319	2100532	288251916	520906	286413872	0.6376519627366501			0.0	0.0	1.0
SRX8696865	1814795.0	104.0	0.0	1814652.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	32.0	6.0	0.0	0.0057306748145107295	1814795.0	143.0	0.01	1814652.0	99.99	SRX8696865_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1814795.0	0.0	20-151	42.0	99.2876037020882	140.73488796255225	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass	1820144	353533	1820144	256954408	537301	255778008	0.4578244090679308					
SRX8696866	2341245.0	129.0	0.0	2341080.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	27.0	7.0	1.0	0.005509888969330421	2341245.0	165.0	0.01	2341080.0	99.99	SRX8696866_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2341245.0	0.0	20-151	42.0	91.7182261093072	138.020708212938	pass	pass		pass	fail	pass	pass	warn	pass	pass	pass	2349904	479741	2349904	325156264	787001	323422005	0.5333617069729895			0.0	0.6	0.4
SRX8696867	2682600.0	149.0	0.0	2682382.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	15.0	0.0	0.00555431297994483	2682600.0	218.0	0.01	2682382.0	99.99	SRX8696867_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2682600.0	0.0	20-151	42.0	99.4400715689525	137.63166331171251	pass	pass		pass	fail	pass	pass	warn	pass	pass	pass	2694653	615944	2694653	371863792	766009	369607269	0.6068143897161141			0.0	1.0	0.0
SRX8696868	2371869.0	101.0	0.0	2371719.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	32.0	14.0	0.0	0.0042582452909498796	2371869.0	150.0	0.01	2371719.0	99.99	SRX8696868_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2371869.0	0.0	20-151	42.0	99.23353803931644	135.72332831197676	pass	pass		pass	fail	pass	pass	warn	pass	pass	pass	2383998	549646	2383998	324518012	664217	322296604	0.6845253322949605			0.0	1.0	0.0
SRX8696869	2114821.0	115.0	0.0	2114664.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	35.0	4.0	1.0	0.005437812467343572	2114821.0	157.0	0.01	2114664.0	99.99	SRX8696869_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2114821.0	0.0	20-151	43.0	99.32941530918012	136.7469582532044	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass	2124003	469696	2124003	291317155	569627	289510243	0.6202559543738507			0.0	1.0	0.0
SRX8696870	2210363.0	174.0	0.0	2210139.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	36.0	11.0	1.0	0.007872010163036569	2210363.0	224.0	0.01	2210139.0	99.99	SRX8696870_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2210363.0	0.0	20-151	42.0	99.31202395159909	134.9565143824793	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass	2221187	532780	2221187	300812977	642286	298614635	0.730800254006329					
SRX8696871	2703472.0	7.0	0.0	2703252.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	199.0	10.0	0.0	0.00025892629921819046	2703472.0	220.0	0.01	2703252.0	99.99	SRX8696871_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2703472.0	0.0	20-151	42.0	90.36995718294945	138.5135499831328	pass	pass		pass	fail	pass	pass	warn	pass	pass	pass	2714850	590737	2714850	376967091	734934	374736266	0.5917824269705283			0.0	0.0	1.0
SRX8944518	35508376.0	761013.0	0.0	34619670.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105081.0	22331.0	281.0	2.143192918763731	35508376.0	888706.0	2.5	34619670.0	97.5	SRX8944518_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35508376.0	0.0	20-101	44.0	17.437486220356078	97.64529450741422	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	35561463	14801401	35561463	3591707763	2024189	3491819629	2.781076317761657	0.9423	0.0577	0.0		
SRX8944519	43800544.0	830959.0	0.0	42815582.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130055.0	23642.0	306.0	1.89714310397606	43800544.0	984962.0	2.25	42815582.0	97.75	SRX8944519_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43800544.0	0.0	20-101	44.0	16.100741107061587	97.51659248798373	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	43894850	18473355	43894850	4433379850	2695166	4301632927	2.971703924715587	0.9453	0.0547	0.0		
SRX8944520	39128002.0	628556.0	0.0	38396437.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85876.0	16913.0	220.0	1.6064096500506209	39128002.0	731565.0	1.87	38396437.0	98.13	SRX8944520_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39128002.0	0.0	20-101	47.0	16.76578223443509	96.41475141000043	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	39220236	16811942	39220236	3961243836	2631762	3800181646	4.065949905336754	0.9238	0.0762	0.0		
SRX8944521	44620096.0	368018.0	0.0	44187515.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53821.0	10601.0	141.0	0.8247808341783935	44620096.0	432581.0	0.97	44187515.0	99.03	SRX8944521_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44620096.0	0.0	20-101	49.0	14.195325384894266	94.86829288758142	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	44724086	19604221	44724086	4517132686	3090594	4265016006	5.5813432441643345	0.9516	0.0484	0.0		
SRX8944522	39600155.0	693936.0	0.0	38770958.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113959.0	21061.0	241.0	1.7523567773914015	39600155.0	829197.0	2.09	38770958.0	97.91	SRX8944522_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39600155.0	0.0	20-101	46.0	17.386773187225074	96.7609873244183	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	39692243	16900789	39692243	4008916543	2627042	3859590103	3.724857786344793	0.888	0.11199999999999999	0.0		
SRX8944523	45526161.0	599190.0	0.0	44821286.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84844.0	20494.0	347.0	1.316144359283885	45526161.0	704875.0	1.55	44821286.0	98.45	SRX8944523_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	45526161.0	0.0	20-101	47.0	16.364079457118347	95.2785778269334	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	45655172	20306739	45655172	4611172372	3401279	4369974660	5.2307242614612015	0.9415	0.0585	0.0		
