Experiment,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,R1,R2,reference_sequence,project_name,condition_name,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,notes,Title,Condition,additional_notes
ABNM009,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,growth,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_Growth_phases_10_hrs_rep_1_S22_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_Growth_phases_10_hrs_rep_1_S22_L001_R2_001.fastq.gz,AB5075,growth,10h,2h,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,1.04,0,0,0,0
ABNM010,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,growth,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_Growth_phases_10_hrs_rep_2_S23_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_Growth_phases_10_hrs_rep_2_S23_L001_R2_001.fastq.gz,AB5075,growth,10h,2h,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,1.003,0,0,0,0
ABNM011,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,vacJ_LL-37,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_WT_rep_1_S24_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_WT_rep_1_S24_L001_R2_001.fastq.gz,AB5075,vacJ_LL-37,WT,WT,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.445,0,0,0,0
ABNM012,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,vacJ_LL-37,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_WT_rep_2__1_10_Dilution_S25_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_WT_rep_2__1_10_Dilution_S25_L001_R2_001.fastq.gz,AB5075,vacJ_LL-37,WT,WT,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.454,0,0,0,0
ABNM013,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,vacJ_LL-37,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_WTPLUSLL-37_rep_1_S26_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_WTPLUSLL-37_rep_1_S26_L001_R2_001.fastq.gz,AB5075,vacJ_LL-37,WT+LL-37,WT,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.461,0,0,0,0
ABNM014,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,vacJ_LL-37,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_WTPLUSLL-37_rep_2_S27_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_WTPLUSLL-37_rep_2_S27_L001_R2_001.fastq.gz,AB5075,vacJ_LL-37,WT+LL-37,WT,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.475,0,0,0,0
ABNM015,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,vacJ_LL-37,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_DELTAvacJ_rep_1_S28_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_DELTAvacJ_rep_1_S28_L001_R2_001.fastq.gz,AB5075,vacJ_LL-37,vacJ,WT,vacJKO,RPMI+10%LB,0,0,0,0,37,0,0,0.467,0,0,0,0
ABNM016,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,vacJ_LL-37,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_DELTAvacJ_rep_2_S29_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_DELTAvacJ_rep_2_S29_L001_R2_001.fastq.gz,AB5075,vacJ_LL-37,vacJ,WT,vacJKO,RPMI+10%LB,0,0,0,0,37,0,0,0.447,0,0,0,0
ABNM017,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,vacJ_LL-37,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_DELTAvacJPLUSLL-37_rep_1_S30_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_DELTAvacJPLUSLL-37_rep_1_S30_L001_R2_001.fastq.gz,AB5075,vacJ_LL-37,vacJ+LL-37,WT,vacJKO,RPMI+10%LB,0,0,0,0,37,0,0,0.458,0,0,0,0
ABNM018,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,vacJ_LL-37,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_DELTAvacJPLUSLL-37_rep_2_S31_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_vacJ__LL-37_DELTAvacJPLUSLL-37_rep_2_S31_L001_R2_001.fastq.gz,AB5075,vacJ_LL-37,vacJ+LL-37,WT,vacJKO,RPMI+10%LB,0,0,0,0,37,0,0,0.479,0,0,0,0
ABNM019,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,H2O2,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_0ug_ml_rep_1_S32_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_0ug_ml_rep_1_S32_L001_R2_001.fastq.gz,AB5075,H2O2,0ug/ml,0ug/ml,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.492,0,0,0,0
ABNM020,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,H2O2,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_0ug_ml_rep_2_S33_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_0ug_ml_rep_2_S33_L001_R2_001.fastq.gz,AB5075,H2O2,0ug/ml,0ug/ml,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.47,0,0,0,0
ABNM021,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,H2O2,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_1_25ug_ml_rep_1_S34_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_1_25ug_ml_rep_1_S34_L001_R2_001.fastq.gz,AB5075,H2O2,1.25ug/ml,0ug/ml,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.518,0,0,0,0
ABNM022,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,H2O2,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_1_25ug_ml_rep_2_S35_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_1_25ug_ml_rep_2_S35_L001_R2_001.fastq.gz,AB5075,H2O2,1.25ug/ml,0ug/ml,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.475,0,0,0,0
ABNM023,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,H2O2,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_2_5ug_ml_rep_1_S36_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_2_5ug_ml_rep_1_S36_L001_R2_001.fastq.gz,AB5075,H2O2,2.5ug/ml,0ug/ml,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.495,0,0,0,0
ABNM024,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,H2O2,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_2_5ug_ml_rep_2_S37_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_2_5ug_ml_rep_2_S37_L001_R2_001.fastq.gz,AB5075,H2O2,2.5ug/ml,0ug/ml,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.453,0,0,0,0
ABNM025,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,H2O2,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_5ug_ml_rep_1_S38_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_5ug_ml_rep_1_S38_L001_R2_001.fastq.gz,AB5075,H2O2,5ug/ml,0ug/ml,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.49,0,0,0,0
ABNM026,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,H2O2,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_5ug_ml_rep_2_S39_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_H202_5ug_ml_rep_2_S39_L001_R2_001.fastq.gz,AB5075,H2O2,5ug/ml,0ug/ml,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.449,0,0,0,0
ABNM027,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,MRP,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_0ug_ml_rep_1_S40_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_0ug_ml_rep_1_S40_L001_R2_001.fastq.gz,AB5075,MRP,0ug/ml,0ug/ml,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.483,0,0,0,0
ABNM028,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,MRP,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_0ug_ml_rep_2_S41_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_0ug_ml_rep_2_S41_L001_R2_001.fastq.gz,AB5075,MRP,0ug/ml,0ug/ml,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.437,0,0,0,0
ABNM029,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,MRP,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_25ug_ml_rep_1_S42_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_25ug_ml_rep_1_S42_L001_R2_001.fastq.gz,AB5075,MRP,25ug/ml,0ug/ml,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.483,0,0,0,0
ABNM030,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,MRP,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_25ug_ml_rep_2_S43_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_25ug_ml_rep_2_S43_L001_R2_001.fastq.gz,AB5075,MRP,25ug/ml,0ug/ml,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.425,0,0,0,0
ABNM031,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,MRP,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_100ug_ml_rep_1_S44_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_100ug_ml_rep_1_S44_L001_R2_001.fastq.gz,AB5075,MRP,100ug/ml,0ug/ml,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.453,0,0,0,0
ABNM032,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,MRP,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_100ug_ml_rep_2_S45_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_100ug_ml_rep_2_S45_L001_R2_001.fastq.gz,AB5075,MRP,100ug/ml,0ug/ml,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.419,0,0,0,0
ABNM033,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,MRP,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_200ug_ml_rep_1_S46_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_200ug_ml_rep_1_S46_L001_R2_001.fastq.gz,AB5075,MRP,200ug/ml,0ug/ml,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.455,0,0,0,0
ABNM034,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,MRP,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_200ug_ml_rep_2_S47_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-06-13-IGM-NovaSeq/UO1_HRS_AB5075_MRP_200ug_ml_rep_2_S47_L001_R2_001.fastq.gz,AB5075,MRP,200ug/ml,0ug/ml,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.429,0,0,0,0
ABNM035,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,COL,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_0ug_ml_1_S28_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_0ug_ml_1_S28_L001_R2_001.fastq.gz,0,COL,0ug/ml,0ug/ml,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.416,15 min,0,0,0
ABNM036,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,COL,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_0ug_ml_2_S29_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_0ug_ml_2_S29_L001_R2_001.fastq.gz,0,COL,0ug/ml,0ug/ml,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.455,15 min,0,0,0
ABNM037,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,COL,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_0.25 ug_ml_1_S30_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_0.25 ug_ml_1_S30_L001_R2_001.fastq.gz,0,COL,0.25ug/ml,0ug/ml,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.448,15 min,0,0,0
ABNM038,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,COL,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_0.25 ug_ml_2_S31_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_0.25 ug_ml_2_S31_L001_R2_001.fastq.gz,0,COL,0.25ug/ml,0ug/ml,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.419,15 min,0,0,0
ABNM039,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,COL,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_0.5 ug_ml_1_S32_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_0.5 ug_ml_1_S32_L001_R2_001.fastq.gz,0,COL,0.5ug/ml,0ug/ml,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.453,15 min,0,0,0
ABNM040,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,COL,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_0.5 ug_ml_2_S33_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_0.5 ug_ml_2_S33_L001_R2_001.fastq.gz,0,COL,0.5ug/ml,0ug/ml,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.437,15 min,0,0,0
ABNM041,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,COL,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_1 ug_ml_1_S34_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_1 ug_ml_1_S34_L001_R2_001.fastq.gz,0,COL,1ug/ml,0ug/ml,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.432,15 min,0,0,0
ABNM042,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,COL,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_1 ug_ml_2_S35_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_1 ug_ml_2_S35_L001_R2_001.fastq.gz,0,COL,1ug/ml,0ug/ml,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.452,15 min,0,0,0
ABNM043,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,mutants,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_WT_1_S36_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_WT_1_S36_L001_R2_001.fastq.gz,0,mutants,WT,WT,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.379,0,0,0,0
ABNM044,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,mutants,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_WT_2_S37_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_WT_2_S37_L001_R2_001.fastq.gz,0,mutants,WT,WT,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.379,0,0,0,0
ABNM045,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,mutants,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_R7_1_S38_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_R7_1_S38_L001_R2_001.fastq.gz,0,mutants,R7,WT,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.379,0,0,0,0
ABNM046,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,mutants,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_R7_2_S39_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_R7_2_S39_L001_R2_001.fastq.gz,0,mutants,R7,WT,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.379,0,0,0,0
ABNM047,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,mutants,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_gacA R1_S81_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_gacA R1_S81_L001_R2_001.fastq.gz,0,mutants,gacA,WT,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.36,0,0,0,0
ABNM048,6/2/21 16:04,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina NovaSeq 6000,0,0,mutants,0,0,0,0,RNA-Seq,0,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_gacA R2_S82_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2021-08-20-IGM-NovaSeq/UO1_HRS_gacA R2_S82_L001_R2_001.fastq.gz,0,mutants,gacA,WT,AB5075,RPMI+10%LB,0,0,0,0,37,0,0,0.36,0,0,0,0